Raid Report,Street Address,City ,State
Report-361: Oct. 30 1850 N Newland Ave. ,1850 N Newland Ave. ,,
"Report-362: Oct. 30 8600 N Milwaukee Ave, Niles, IL 60714, USA","8600 N Milwaukee Ave, Niles, IL 60714, USA",,
Report-363: Oct. 30 ,,,
Report-364: Oct. 30  Diversey and Harlem, Diversey and Harlem,,
Report-365: Oct. 30 ,,,
Report-366: Oct. 30 Broadway & Downer,Broadway & Downer,,
Report-367: Oct. 30 oak park and north ave,oak park and north ave,,
Report-368: Oct. 30 4307 S Archer Ave,4307 S Archer Ave,,
"Report-369: Oct. 30 403 Inland Dr., Wheeling, IL, 60090","403 Inland Dr., Wheeling, IL, 60090",,
Report-370: Oct. 30 2148 N Long Ave,2148 N Long Ave,,
Report-371: Oct. 30 3755 W Montrose Ave,3755 W Montrose Ave,,
"Report-372: Oct. 30 Greenwood St & Forest Ave
","Greenwood St & Forest Ave
",,
"Report-4584: Oct. 30  Orchard Apartment, 900 E Orchard St., Mundelein, IL "," Orchard Apartment, 900 E Orchard St., Mundelein, IL ",,
Report-373: Oct. 30 Crain and Avers,Crain and Avers,,
Report-374: Oct. 30 ,,,
"Report-375: Oct. 30 1805 Algonquin Rd, Mt Prospect, IL 60056","1805 Algonquin Rd, Mt Prospect, IL 60056",,
"Report-376: Oct. 30 500 N O'Plaine Rd, Gurnee, IL 60031","500 N O'Plaine Rd, Gurnee, IL 60031",,
Report-377: Oct. 30 147th & Longdale,147th & Longdale,,
Report-378: Oct. 30 188 E Dundee,188 E Dundee,,
Report-379: Oct. 30 Montrose and hamlin,Montrose and hamlin,,
Report-380: Oct. 30 Division and California,Division and California,,
Report-381: Oct. 30 ,,,
Report-382: Oct. 30 Lill ave and racine ave,Lill ave and racine ave,,
"Report-383: Oct. 30 North Creek & Adbeth,","North Creek & Adbeth,",,
"Report-384: Oct. 30 1930 Beach St, Broadview, IL","1930 Beach St, Broadview, IL",,
"Report-385: Oct. 30 1930 Beach St, Broadview, IL","1930 Beach St, Broadview, IL",,
Report-386: Oct. 30 ,,,
Report-387: Oct. 30 ,,,
"Report-388: Oct. 30 Woodridge, IL (North Creek & Adbeth, 60517)","Woodridge, IL (North Creek & Adbeth, 60517)",,
Report-389: Oct. 30 Pulaski and 26th St.,Pulaski and 26th St.,,
Report-390: Oct. 30 ,,,
"Report-4582: Oct. 30 500 N O'Plaine Rd, Gurnee, IL ","500 N O'Plaine Rd, Gurnee, IL ",,
Report-391: Oct. 30 1006 Argyle St,1006 Argyle St,,
Report-392: Oct. 30 ,,,
Report-393: Oct. 30 S Kedzie Ave & W 26th St,S Kedzie Ave & W 26th St,,
Report-394: Oct. 30 Foster and Kedzie,Foster and Kedzie,,
Report-396: Oct. 30 Grand and Lawndale,Grand and Lawndale,,
"Report-395: Oct. 30 17400 Burnham Ave, Lansing, IL 60438","17400 Burnham Ave, Lansing, IL 60438",,
"Report-4697: Oct. 30 17324 Torrence Ave, Lansing, IL 60438","17324 Torrence Ave, Lansing, IL 60438",,
"Report-397: Oct. 30 1234 N Monticello Ave, Chicago, IL 60651","1234 N Monticello Ave, Chicago, IL 60651",,
Report-398: Oct. 30 international Parkway & Morey Drive,international Parkway & Morey Drive,,
Report-399: Oct. 29 841 W 61st,841 W 61st,,
Report-400: Oct. 29 ,,,
"Report-401: Oct. 29 5800 N Ravenswood Ave, Chicago, IL 60660","5800 N Ravenswood Ave, Chicago, IL 60660",,
"Report-402: Oct. 29 6450 S Western Ave, Chicago, IL 60636","6450 S Western Ave, Chicago, IL 60636",,
"Report-403: Oct. 29 800 N State St, Chicago","800 N State St, Chicago",,
Report-404: Oct. 29 Winchester & Winnemac,Winchester & Winnemac,,
Report-405: Oct. 29 Irving Park and Clark,Irving Park and Clark,,
Report-406: Oct. 29 3125 W North Ave ,3125 W North Ave ,,
Report-407: Oct. 29 Lawrence and Central Park,Lawrence and Central Park,,
Report-408: Oct. 29 W Illinois Ave & N Edgelawn Dr,W Illinois Ave & N Edgelawn Dr,,
"Report-409: Oct. 29 4257 N Tripp Ave, Chicago, IL 60641","4257 N Tripp Ave, Chicago, IL 60641",,
"Report-410: Oct. 29 2184 W Lake St, Hanover Park, IL 60133","2184 W Lake St, Hanover Park, IL 60133",,
"Report-411: Oct. 29 1034 N Wells St, Chicago, IL 60610","1034 N Wells St, Chicago, IL 60610",,
"Report-412: Oct. 29 1342 W Taylor St, Chicago, IL 60607","1342 W Taylor St, Chicago, IL 60607",,
"Report-413: Oct. 29 8650 Dempster St, Niles, IL 60714","8650 Dempster St, Niles, IL 60714",,
Report-414: Oct. 29 Central Park and Golf,Central Park and Golf,,
Report-415: Oct. 29 Kimball and Lawrence,Kimball and Lawrence,,
"Report-416: Oct. 29 608 S State St., Chicago, IL 60605","608 S State St., Chicago, IL 60605",,
Report-417: Oct. 29 ,,,
"Report-418: Oct. 29 405 Prairie Ave, Wilmette, IL","405 Prairie Ave, Wilmette, IL",,
Report-419: Oct. 29 North Ave and Austin Ave,North Ave and Austin Ave,,
"Report-420: Oct. 29 203 Maplewood Dr, North Aurora, IL 60542","203 Maplewood Dr, North Aurora, IL 60542",,
Report-421: Oct. 29 W Juneway Terrace & N Sheridan Rd,W Juneway Terrace & N Sheridan Rd,,
"Report-422: Oct. 29 298 Catalpa Pl, Wilmette, IL 60091","298 Catalpa Pl, Wilmette, IL 60091",,
Report-423: Oct. 29 706 S claremont ave 60612 ,706 S claremont ave 60612 ,,
"Report-424: Oct. 29 4400 Greenwood St, Skokie, IL 60076","4400 Greenwood St, Skokie, IL 60076",,
"Report-425: Oct. 29 309 Hawthorne CirMt Prospect, IL 60056","309 Hawthorne CirMt Prospect, IL 60056",,
Report-426: Oct. 29 2112 W. Peterson ,2112 W. Peterson ,,
"Report-427: Oct. 29 2112 W Peterson Ave Chicago, IL 60659","2112 W Peterson Ave Chicago, IL 60659",,
Report-428: Oct. 29  Skokie IL, Skokie IL,,
"Report-429: Oct. 29 4700 N Knox Ave, Chicago","4700 N Knox Ave, Chicago",,
"Report-430: Oct. 29 3104 N Harlem Ave, Chicago, IL 60634.","3104 N Harlem Ave, Chicago, IL 60634.",,
Report-431: Oct. 29 ,,,
Report-432: Oct. 29  Christiana and Foster, Christiana and Foster,,
"Report-433: Oct. 29 9822 S Exchange Ave, Chicago, IL 60617","9822 S Exchange Ave, Chicago, IL 60617",,
Report-434: Oct. 29 1500 W Birchwood Ave,1500 W Birchwood Ave,,
"Report-435: Oct. 29 5110 N Damen Ave, Chicago, IL 60625 ","5110 N Damen Ave, Chicago, IL 60625 ",,
"Report-436: Oct. 29  Lincoln Square, on Damen "," Lincoln Square, on Damen ",,
"Report-437: Oct. 29 2847 N 72nd Ct Elmwood Park, IL 60707","2847 N 72nd Ct Elmwood Park, IL 60707",,
Report-438: Oct. 29 1555 W Hollywood,1555 W Hollywood,,
"Report-439: Oct. 29 Hood Ave and Broadway, Chicago, IL 60660","Hood Ave and Broadway, Chicago, IL 60660",,
"Report-440: Oct. 29 S Ohio St & E Galena Blvd Aurora, IL 60505","S Ohio St & E Galena Blvd Aurora, IL 60505",,
"Report-441: Oct. 29 4540 N Campbell Ave, Chicago, IL 60625 ","4540 N Campbell Ave, Chicago, IL 60625 ",,
Report-442: Oct. 29 Linder ave and Monroe,Linder ave and Monroe,,
Report-443: Oct. 29 1939 W Bryan Mawr Ave. ,1939 W Bryan Mawr Ave. ,,
"Report-444: Oct. 29 1650 Premium Outlet Blvd, Aurora, IL 60502","1650 Premium Outlet Blvd, Aurora, IL 60502",,
"Report-445: Oct. 29 802 Lake St, Oak park","802 Lake St, Oak park",,
Report-446: Oct. 29  Lawrence and Kimball, Lawrence and Kimball,,
Report-447: Oct. 29  Devon and Milwaukee, Devon and Milwaukee,,
Report-448: Oct. 29 Sunnyside and Paulina,Sunnyside and Paulina,,
"Report-449: Oct. 29 3850 W Fullerton Ave, Chicago, IL 60647","3850 W Fullerton Ave, Chicago, IL 60647",,
Report-450: Oct. 29  N Pulaski/W Lawrence, N Pulaski/W Lawrence,,
"Report-451: Oct. 29 5553 N Washtenaw Ave, Chicago, IL 60625","5553 N Washtenaw Ave, Chicago, IL 60625",,
Report-452: Oct. 29  4637 Damen and Wilson, 4637 Damen and Wilson,,
Report-453: Oct. 29 Advent Health Bolingbrook ,Advent Health Bolingbrook ,,
Report-454: Oct. 29 Kimball and Cullom,Kimball and Cullom,,
Report-455: Oct. 29 Kedzie and 26th,Kedzie and 26th,,
Report-456: Oct. 29  harvey, harvey,,
Report-457: Oct. 29  6149 W North ave, 6149 W North ave,,
Report-458: Oct. 29 blue line park and lake ,blue line park and lake ,,
"Report-459: Oct. 29 1100 Block of Circle Avenue, Forest Park","1100 Block of Circle Avenue, Forest Park",,
Report-460: Oct. 29 139 S Oak Park Ave,139 S Oak Park Ave,,
Report-461: Oct. 29  2600 Central Park Ave, 2600 Central Park Ave,,
Report-462: Oct. 29  near the culver's and Menards, near the culver's and Menards,,
"Report-463: Oct. 29 Jefferson park, Milwaukee Ave and central ave","Jefferson park, Milwaukee Ave and central ave",,
"Report-464: Oct. 29 Near Jewel Osco, 7525 Lake St","Near Jewel Osco, 7525 Lake St",,
Report-465: Oct. 29 W Belden Ave & N Kimball Ave ,W Belden Ave & N Kimball Ave ,,
Report-466: Oct. 29 46th and Rockwell,46th and Rockwell,,
"Report-4589: Oct. 29 3249 Belvidere Rd, Park City, IL ","3249 Belvidere Rd, Park City, IL ",,
"Report-467: Oct. 29 Christian church on 1700 Rand Rd Palatine, IL 60074","Christian church on 1700 Rand Rd Palatine, IL 60074",,
Report-468: Oct. 29  26th street , 26th street ,,
"Report-469: Oct. 29  Carol Stream, North Avenue and Gary "," Carol Stream, North Avenue and Gary ",,
Report-470: Oct. 29  St Joseph Illinois, St Joseph Illinois,,
Report-471: Oct. 29 Lemont St and Illinois St,Lemont St and Illinois St,,
Report-472: Oct. 29 Parker by Phillips park ,Parker by Phillips park ,,
"Report-473: Oct. 29 Hamlin and Fullerton, left heading westbound on Fullerton","Hamlin and Fullerton, left heading westbound on Fullerton",,
"Report-474: Oct. 29 Ogden and 16th, Menards, and Thorntons ","Ogden and 16th, Menards, and Thorntons ",,
"Report-475: Oct. 29 6807 N Sheridan Rd, Chicago, IL 60626","6807 N Sheridan Rd, Chicago, IL 60626",,
"Report-476: Oct. 28 6040 Gurnee Mills Circle E, Gurnee, IL 60031","6040 Gurnee Mills Circle E, Gurnee, IL 60031",,
"Report-477: Oct. 28 Roosevelt Rd & S Western Ave, Chicago, IL 60612","Roosevelt Rd & S Western Ave, Chicago, IL 60612",,
Report-478: Oct. 28 2053 W Lawrence Ave,2053 W Lawrence Ave,,
Report-479: Oct. 28 Wilson and East Kimball,Wilson and East Kimball,,
"Report-480: Oct. 28 1350 US-12, Fox Lake, IL 60020","1350 US-12, Fox Lake, IL 60020",,
"Report-481: Oct. 28 939 E Irving Park Rd, Streamwood, IL 60107","939 E Irving Park Rd, Streamwood, IL 60107",,
Report-482: Oct. 28 ,,,
Report-483: Oct. 28  Irving park and major , Irving park and major ,,
Report-484: Oct. 28 Hyde Park Blvd and Blackstone Ave,Hyde Park Blvd and Blackstone Ave,,
Report-485: Oct. 28  Central park and Cermak, Central park and Cermak,,
"Report-486: Oct. 28 Central Park Pink Line, Chicago, IL 60623","Central Park Pink Line, Chicago, IL 60623",,
"Report-487: Oct. 28 W Ogden Ave, Chicago, IL 60623","W Ogden Ave, Chicago, IL 60623",,
"Report-488: Oct. 28 W 26th St & Central Park Ave, Chicago, IL 60623","W 26th St & Central Park Ave, Chicago, IL 60623",,
"Report-489: Oct. 28 N Hamlin Ave & W Chicago Ave, Chicago, IL 60651","N Hamlin Ave & W Chicago Ave, Chicago, IL 60651",,
"Report-490: Oct. 28 W 23rd St & S Central Park Ave, Chicago, IL 60623","W 23rd St & S Central Park Ave, Chicago, IL 60623",,
"Report-491: Oct. 28 N Pulaski Rd & W Kinzie St, Chicago, IL 60624","N Pulaski Rd & W Kinzie St, Chicago, IL 60624",,
Report-492: Oct. 28 ,,,
"Report-493: Oct. 28 S Ashland Ave & W 35th St, Chicago, IL 60608","S Ashland Ave & W 35th St, Chicago, IL 60608",,
"Report-494: Oct. 28 1600 Oak Park Ave, Berwyn, IL 60402","1600 Oak Park Ave, Berwyn, IL 60402",,
"Report-495: Oct. 28 4720 S St Louis Ave, Chicago, IL 60632","4720 S St Louis Ave, Chicago, IL 60632",,
"Report-496: Oct. 28 Ashland Ave & W Grand Ave, Chicago, IL 60622","Ashland Ave & W Grand Ave, Chicago, IL 60622",,
Report-497: Oct. 28 Roosevelt and Ashland,Roosevelt and Ashland,,
"Report-498: Oct. 28 1101 E Oakton St, Des Plaines, IL 60018","1101 E Oakton St, Des Plaines, IL 60018",,
"Report-499: Oct. 28 1800 S Carpenter St, Chicago, IL 60608","1800 S Carpenter St, Chicago, IL 60608",,
Report-500: Oct. 28 W Cermak Rd and S Racine Ave ,W Cermak Rd and S Racine Ave ,,
"Report-501: Oct. 28 N Racine Ave & W Fullerton Ave, Chicago, IL 60614","N Racine Ave & W Fullerton Ave, Chicago, IL 60614",,
Report-502: Oct. 28 N Meade Ave & W School St,N Meade Ave & W School St,,
"Report-503: Oct. 28 1 N Wolf Rd, Prospect Heights, IL 60070","1 N Wolf Rd, Prospect Heights, IL 60070",,
"Report-504: Oct. 28 969 W 18th St, Chicago, IL 60608","969 W 18th St, Chicago, IL 60608",,
"Report-505: Oct. 28 4629 W Cermak Rd, Cicero, IL 60804","4629 W Cermak Rd, Cicero, IL 60804",,
"Report-506: Oct. 28 W 33rd St & S Wallace St, Chicago, IL 60616","W 33rd St & S Wallace St, Chicago, IL 60616",,
Report-507: Oct. 28 Touhy and Skokie blvd,Touhy and Skokie blvd,,
"Report-508: Oct. 28 727 E 111th St, Chicago, IL 60628","727 E 111th St, Chicago, IL 60628",,
"Report-509: Oct. 28 1410 N Springfield Ave, Chicago, IL 60651","1410 N Springfield Ave, Chicago, IL 60651",,
"Report-510: Oct. 28 2900 W Wilson Ave, Chicago, IL 60625","2900 W Wilson Ave, Chicago, IL 60625",,
"Report-511: Oct. 28 3307 W Sunnyside Ave, Chicago, IL 60625","3307 W Sunnyside Ave, Chicago, IL 60625",,
"Report-512: Oct. 28 N Hamlin Ave & W Grand Ave, Chicago, IL 60651","N Hamlin Ave & W Grand Ave, Chicago, IL 60651",,
"Report-513: Oct. 28 S Blue Island Ave & S Damen Ave, Chicago, IL 60608","S Blue Island Ave & S Damen Ave, Chicago, IL 60608",,
"Report-514: Oct. 28 S Aberdeen St & W 35th St, Chicago, IL 60609","S Aberdeen St & W 35th St, Chicago, IL 60609",,
"Report-515: Oct. 28 Stevenson Expy, Chicago, IL 60804","Stevenson Expy, Chicago, IL 60804",,
"Report-516: Oct. 28 W 43rd St & S Marshfield Ave, Chicago, IL 60609","W 43rd St & S Marshfield Ave, Chicago, IL 60609",,
Report-517: Oct. 28 ,,,
"Report-518: Oct. 28 1043 N Homan Ave., Chicago, IL 60651","1043 N Homan Ave., Chicago, IL 60651",,
"Report-519: Oct. 28 2333 S Cicero Ave, Cicero, IL 60804","2333 S Cicero Ave, Cicero, IL 60804",,
"Report-520: Oct. 28 550 S Dearborn St, Chicago, IL 60605","550 S Dearborn St, Chicago, IL 60605",,
"Report-521: Oct. 28 4501 W North Ave, Chicago, IL 60639","4501 W North Ave, Chicago, IL 60639",,
"Report-522: Oct. 28 2316 N California Ave, Chicago, IL 60647","2316 N California Ave, Chicago, IL 60647",,
"Report-523: Oct. 28 E Elm St & S Prospect St, Roselle, IL 60172","E Elm St & S Prospect St, Roselle, IL 60172",,
"Report-524: Oct. 28 West 26th Street &, S Troy St, Chicago, IL 60623","West 26th Street &, S Troy St, Chicago, IL 60623",,
Report-525: Oct. 28 ,,,
"Report-526: Oct. 28 N Homan Ave. & W Division St, Chicago, IL 60651","N Homan Ave. & W Division St, Chicago, IL 60651",,
"Report-527: Oct. 28 4555 S Western Blvd, Chicago, IL 60609","4555 S Western Blvd, Chicago, IL 60609",,
"Report-528: Oct. 28 2S540 Illinois Rte 59, Warrenville, IL 60555","2S540 Illinois Rte 59, Warrenville, IL 60555",,
Report-529: Oct. 28 ,,,
"Report-530: Oct. 28 672 Elizabeth Ct, Romeoville, IL 60446","672 Elizabeth Ct, Romeoville, IL 60446",,
"Report-531: Oct. 28 919 S Oak Park Ave, Oak Park, IL 60304","919 S Oak Park Ave, Oak Park, IL 60304",,
"Report-532: Oct. 28 S Pulaski Rd & W 47th St, Chicago, IL 60632","S Pulaski Rd & W 47th St, Chicago, IL 60632",,
"Report-533: Oct. 28 2916 W 47th St, Chicago, IL 60632","2916 W 47th St, Chicago, IL 60632",,
"Report-534: Oct. 28 W Le Moyne St & N California Ave, Chicago, IL 60622","W Le Moyne St & N California Ave, Chicago, IL 60622",,
"Report-535: Oct. 28 3320 S Cicero Ave, Cicero, IL 60804","3320 S Cicero Ave, Cicero, IL 60804",,
"Report-536: Oct. 28 2601 S Cicero Ave, Cicero, IL 60804","2601 S Cicero Ave, Cicero, IL 60804",,
"Report-537: Oct. 28 2714 N Ridgeway Ave, Chicago, IL 60647","2714 N Ridgeway Ave, Chicago, IL 60647",,
"Report-538: Oct. 28 1400 N Sacramento Ave, Chicago, IL 60622","1400 N Sacramento Ave, Chicago, IL 60622",,
"Report-539: Oct. 28 4620 W Roosevelt Rd, Chicago, IL 60644","4620 W Roosevelt Rd, Chicago, IL 60644",,
Report-540: Oct. 28 ,,,
"Report-541: Oct. 28 S Kedzie Ave & W 31st St, Chicago, IL 60623","S Kedzie Ave & W 31st St, Chicago, IL 60623",,
"Report-542: Oct. 28 3109 W Augusta Blvd, Chicago, IL 60622","3109 W Augusta Blvd, Chicago, IL 60622",,
"Report-543: Oct. 28 I-290 W, Chicago, IL 60624","I-290 W, Chicago, IL 60624",,
"Report-544: Oct. 28 4000-4012 W Thomas St, Chicago, IL 60651","4000-4012 W Thomas St, Chicago, IL 60651",,
"Report-545: Oct. 28 200 Cairns Ct, Woodstock, IL 60098","200 Cairns Ct, Woodstock, IL 60098",,
"Report-546: Oct. 28 411 W Chicago Ave, Chicago, IL 60654","411 W Chicago Ave, Chicago, IL 60654",,
"Report-547: Oct. 28 2455 N Clark St, Chicago, IL 60614","2455 N Clark St, Chicago, IL 60614",,
"Report-548: Oct. 28 535 Thornhill Dr, Carol Stream, IL 60188","535 Thornhill Dr, Carol Stream, IL 60188",,
"Report-549: Oct. 28 1201 Pearl St, Aurora, IL 60505","1201 Pearl St, Aurora, IL 60505",,
"Report-550: Oct. 28 W Victoria Dr & Busse Rd, Mt Prospect, IL 60056","W Victoria Dr & Busse Rd, Mt Prospect, IL 60056",,
"Report-551: Oct. 28 1 Stevenson Dr, Lincolnshire, IL 60069","1 Stevenson Dr, Lincolnshire, IL 60069",,
"Report-552: Oct. 28 N Larrabee St & W Chicago Ave, Chicago, IL 60654","N Larrabee St & W Chicago Ave, Chicago, IL 60654",,
"Report-553: Oct. 28 151 Michigan Ave, Chicago, IL 60602","151 Michigan Ave, Chicago, IL 60602",,
"Report-554: Oct. 28 3468 S California Ave, Chicago, IL 60632","3468 S California Ave, Chicago, IL 60632",,
"Report-555: Oct. 28 7245 Lake St, River Forest, IL 60305","7245 Lake St, River Forest, IL 60305",,
"Report-556: Oct. 28 1551 Wesley Ave, Evanston, IL 60201","1551 Wesley Ave, Evanston, IL 60201",,
"Report-557: Oct. 28 381 N Gary Ave, Carol Stream, IL 60188","381 N Gary Ave, Carol Stream, IL 60188",,
"Report-558: Oct. 28 4740 W 95th St, Oak Lawn, IL 60453","4740 W 95th St, Oak Lawn, IL 60453",,
Report-559: Oct. 28 ,,,
"Report-560: Oct. 28 285 E Fullerton Ave, Carol Stream, IL 60188","285 E Fullerton Ave, Carol Stream, IL 60188",,
"Report-561: Oct. 28 Old Western Ave & Broadway St, Blue Island, IL 60406","Old Western Ave & Broadway St, Blue Island, IL 60406",,
"Report-562: Oct. 28 500 N Gary Ave, Carol Stream, IL 60188","500 N Gary Ave, Carol Stream, IL 60188",,
Report-5194: Oct. 28 6301 Oakton Morton Grove,6301 Oakton Morton Grove,,
"Report-563: Oct. 28 Ogden Ave & Ridgeland Ave, Berwyn, IL 60402","Ogden Ave & Ridgeland Ave, Berwyn, IL 60402",,
"Report-564: Oct. 28 S East Ave & Madison St, Oak Park, IL 60302","S East Ave & Madison St, Oak Park, IL 60302",,
"Report-565: Oct. 28 S Harlem Ave & W 111th St, Worth, IL 60482","S Harlem Ave & W 111th St, Worth, IL 60482",,
"Report-566: Oct. 28 200 E Lake St, Addison, IL 60101","200 E Lake St, Addison, IL 60101",,
"Report-567: Oct. 28 4625 S Pulaski Rd, Chicago, IL 60632","4625 S Pulaski Rd, Chicago, IL 60632",,
"Report-568: Oct. 28 3401 S California Ave, Chicago, IL 60608","3401 S California Ave, Chicago, IL 60608",,
"Report-569: Oct. 28 191 E North Ave., Carol Stream, IL 60188","191 E North Ave., Carol Stream, IL 60188",,
"Report-570: Oct. 28 17302 US-14, Woodstock, IL 60098","17302 US-14, Woodstock, IL 60098",,
"Report-571: Oct. 28 236 US-45, Indian Creek, IL 60061","236 US-45, Indian Creek, IL 60061",,
Report-572: Oct. 27 not reported,not reported,,
Report-573: Oct. 27 1288 N Rand Rd,1288 N Rand Rd,,
Report-574: Oct. 27 6818 Cermak Rd,6818 Cermak Rd,,
Report-575: Oct. 27 Ridge at Church,Ridge at Church,,
Report-576: Oct. 27 3320 S Cicero Ave.,3320 S Cicero Ave.,,
"Report-577: Oct. 27 Sunnyside Ave. Between Narragansett ave and Austin ave. RRT: Cleared--a lot of CPD on scene, no sign of federal/immigration 5:04 PM
","Sunnyside Ave. Between Narragansett ave and Austin ave. RRT: Cleared--a lot of CPD on scene, no sign of federal/immigration 5:04 PM
",,
Report-578: Oct. 27 ,,,
"Report-579: Oct. 27 1600 W. Howard Ave.,","1600 W. Howard Ave.,",,
Report-580: Oct. 27 near the corner of Chicago Ave and Albany Ave,near the corner of Chicago Ave and Albany Ave,,
Report-581: Oct. 27 grand st and western ave,grand st and western ave,,
Report-582: Oct. 27 Independence blvd ,Independence blvd ,,
Report-583: Oct. 27 830 W. Golf Road,830 W. Golf Road,,
Report-584: Oct. 27 Dundee Rd and Hicks Rd,Dundee Rd and Hicks Rd,,
Report-585: Oct. 27 Sunnyside and Central Park,Sunnyside and Central Park,,
Report-586: Oct. 27 North Avenue and Dayton st,North Avenue and Dayton st,,
Report-587: Oct. 27  Madison and Ridgeland, Madison and Ridgeland,,
Report-588: Oct. 27 Grand and Pulaski,Grand and Pulaski,,
Report-589: Oct. 27 520 S. Austin Blvd,520 S. Austin Blvd,,
Report-590: Oct. 27 Central Park near Lawrence,Central Park near Lawrence,,
Report-591: Oct. 27 Golf and Higgins,Golf and Higgins,,
Report-592: Oct. 27 2642 W Chicago Ave,2642 W Chicago Ave,,
Report-593: Oct. 27 Batavia Ave and Wilson St.,Batavia Ave and Wilson St.,,
Report-594: Oct. 27 not reported,not reported,,
Report-595: Oct. 27 unknown,unknown,,
Report-596: Oct. 27 W Grand Ave & N Kedzie Ave,W Grand Ave & N Kedzie Ave,,
Report-597: Oct. 27 Chicago near Western,Chicago near Western,,
Report-598: Oct. 27 ,,,
"Report-599: Oct. 27 617 W State St, Geneva, IL 60134","617 W State St, Geneva, IL 60134",,
Report-600: Oct. 27 32nd and Halsted,32nd and Halsted,,
Report-601: Oct. 27 not reported,not reported,,
"Report-602: Oct. 27 210 Illinois st., Park forest IL. ","210 Illinois st., Park forest IL. ",,
Report-603: Oct. 27 north/cicero,north/cicero,,
Report-604: Oct. 27 S Pulaski Rd and W 55th St ,S Pulaski Rd and W 55th St ,,
Report-605: Oct. 27 3636 Oakton St.,3636 Oakton St.,,
Report-606: Oct. 27 1100 block of East Dundee Road,1100 block of East Dundee Road,,
"Report-607: Oct. 27 Oakton St, between Mount Prospect Rd. and Wolf Rd., Des Plaines","Oakton St, between Mount Prospect Rd. and Wolf Rd., Des Plaines",,
